,T 01,T 02,T 03,T 04,T 05,T 06,T 07,T 08,T 09
28-jun-2021 16:30:00,2.30,1.86,2.13,1.77,5.06,4.49,4.44,4.42,2.71
28-jun-2021 16:31:00,2.73,2.12,2.60,2.09,5.13,3.93,4.31,4.08,3.09
28-jun-2021 16:32:00,3.72,3.38,3.65,3.25,5.37,3.92,4.60,4.36,3.92
28-jun-2021 16:33:00,4.29,4.06,4.24,3.95,5.63,4.51,5.04,4.89,4.35
28-jun-2021 16:34:00,4.25,4.01,4.14,3.90,5.94,5.29,5.47,5.41,4.33
28-jun-2021 16:35:00,4.30,4.06,4.19,3.95,6.36,5.81,5.86,5.82,4.46
28-jun-2021 16:36:00,4.41,4.17,4.26,4.02,6.67,6.21,6.18,6.16,4.58
28-jun-2021 16:37:00,4.05,3.58,4.15,3.74,6.13,4.67,5.34,5.09,4.57
28-jun-2021 16:38:00,3.63,2.88,3.78,3.16,5.67,3.89,4.88,4.52,4.21
28-jun-2021 16:39:00,3.28,2.39,3.45,2.73,5.22,3.38,4.49,4.07,3.87
28-jun-2021 16:40:00,2.96,1.91,3.13,2.31,4.87,2.94,4.09,3.66,3.52
28-jun-2021 16:41:00,2.63,1.52,2.80,1.93,4.54,2.54,3.72,3.27,3.22
28-jun-2021 16:42:00,2.33,1.21,2.49,1.62,4.22,2.20,3.38,2.97,2.85
28-jun-2021 16:43:00,2.07,0.92,2.21,1.32,3.87,1.90,3.13,2.67,2.58
28-jun-2021 16:44:00,1.78,0.69,1.95,1.09,3.66,1.64,2.87,2.41,2.30
28-jun-2021 16:45:00,1.55,0.47,1.71,0.86,3.42,1.40,2.58,2.15,2.04
28-jun-2021 16:46:00,1.96,1.16,2.01,1.30,3.58,1.86,2.81,2.50,2.26
28-jun-2021 16:47:00,1.92,1.36,1.87,1.45,3.87,2.98,3.40,3.24,2.31
28-jun-2021 16:48:00,2.04,1.59,1.94,1.53,4.41,3.76,3.85,3.79,2.47
28-jun-2021 16:49:00,2.23,1.86,2.08,1.73,4.84,4.27,4.32,4.24,2.68
28-jun-2021 16:50:00,2.43,2.08,2.25,1.95,5.21,4.74,4.73,4.67,2.89
28-jun-2021 16:51:00,3.95,3.68,3.85,3.52,5.41,4.18,4.77,4.58,4.07
28-jun-2021 16:52:00,4.58,4.39,4.52,4.25,5.73,4.71,5.25,5.06,4.66
28-jun-2021 16:53:00,4.59,4.33,4.49,4.23,5.92,5.34,5.57,5.46,4.60
28-jun-2021 16:54:00,4.60,4.36,4.47,4.23,6.31,5.83,5.98,5.88,4.69
28-jun-2021 16:55:00,4.64,4.43,4.51,4.30,6.61,6.21,6.24,6.23,4.81
28-jun-2021 16:56:00,4.35,3.96,4.45,4.07,6.25,4.97,5.55,5.32,4.79
28-jun-2021 16:57:00,3.84,3.07,3.98,3.36,5.70,4.09,4.99,4.67,4.43
28-jun-2021 16:58:00,3.44,2.56,3.59,2.88,5.28,3.52,4.55,4.17,4.00
28-jun-2021 16:59:00,3.06,2.05,3.22,2.44,4.90,3.03,4.13,3.75,3.62
28-jun-2021 17:00:00,2.73,1.67,2.89,2.08,4.58,2.64,3.79,3.36,3.28
28-jun-2021 17:01:00,2.37,1.27,2.57,1.72,4.24,2.29,3.46,3.00,2.98
28-jun-2021 17:02:00,2.09,0.95,2.25,1.38,3.95,1.94,3.10,2.70,2.62
28-jun-2021 17:03:00,1.81,0.66,1.97,1.09,3.64,1.65,2.82,2.39,2.28
28-jun-2021 17:04:00,1.55,0.43,1.69,0.84,3.36,1.42,2.58,2.13,2.02
28-jun-2021 17:05:00,1.94,1.13,1.99,1.29,3.50,1.81,2.78,2.46,2.24
28-jun-2021 17:06:00,1.87,1.31,1.83,1.37,3.78,2.91,3.32,3.14,2.28
28-jun-2021 17:07:00,2.00,1.54,1.89,1.48,4.30,3.61,3.84,3.66,2.44
28-jun-2021 17:08:00,2.17,1.78,2.02,1.67,4.70,4.12,4.23,4.08,2.62
28-jun-2021 17:09:00,2.36,2.00,2.19,1.88,5.06,4.58,4.53,4.46,2.84
28-jun-2021 17:10:00,3.82,3.54,3.73,3.40,5.23,4.03,4.61,4.40,3.93
28-jun-2021 17:11:00,4.43,4.24,4.37,4.10,5.56,4.53,5.07,4.90,4.53
28-jun-2021 17:12:00,4.45,4.21,4.33,4.08,5.74,5.16,5.39,5.30,4.47
28-jun-2021 17:13:00,4.44,4.21,4.31,4.11,6.10,5.64,5.70,5.68,4.55
28-jun-2021 17:14:00,4.50,4.28,4.37,4.17,6.41,5.99,6.03,6.05,4.65
28-jun-2021 17:15:00,4.65,4.39,4.51,4.27,6.59,6.04,6.11,6.02,4.83
28-jun-2021 17:16:00,3.92,3.33,4.03,3.55,5.76,4.31,5.15,4.77,4.45
28-jun-2021 17:17:00,3.54,2.71,3.68,3.02,5.34,3.66,4.66,4.30,4.07
28-jun-2021 17:18:00,3.13,2.21,3.30,2.58,4.92,3.18,4.23,3.85,3.66
28-jun-2021 17:19:00,2.78,1.79,2.95,2.21,4.55,2.78,3.87,3.45,3.29
28-jun-2021 17:20:00,2.43,1.41,2.62,1.83,4.21,2.39,3.50,3.06,2.96
28-jun-2021 17:21:00,2.13,1.05,2.30,1.48,3.90,2.03,3.17,2.74,2.64
28-jun-2021 17:22:00,1.85,0.79,2.02,1.19,3.63,1.76,2.85,2.46,2.37
28-jun-2021 17:23:00,1.58,0.47,1.73,0.90,3.36,1.46,2.61,2.16,2.10
28-jun-2021 17:24:00,1.90,1.08,1.96,1.24,3.40,1.77,2.74,2.40,2.19
28-jun-2021 17:25:00,1.87,1.32,1.84,1.41,3.68,2.81,3.23,3.10,2.26
28-jun-2021 17:26:00,1.99,1.53,1.90,1.49,4.23,3.55,3.73,3.62,2.42
28-jun-2021 17:27:00,2.14,1.76,2.01,1.66,4.63,4.05,4.08,4.00,2.59
